data_registro;cidade;confirmados;suspeitos;obitos
17-09-2021;Francisco Beltrão;170;275;2
18-09-2021;Francisco Beltrão;138;178;4
19-09-2021;Francisco Beltrão;165;261;4
20-09-2021;Francisco Beltrão;168;262;3
21-09-2021;Francisco Beltrão;107;155;1
22-09-2021;Francisco Beltrão;66;103;1
23-09-2021;Francisco Beltrão;121;176;2
24-09-2021;Francisco Beltrão;93;155;1
25-09-2021;Francisco Beltrão;130;213;3
26-09-2021;Francisco Beltrão;173;261;3
27-09-2021;Francisco Beltrão;58;86;1
28-09-2021;Francisco Beltrão;135;195;4
29-09-2021;Francisco Beltrão;122;198;3
30-09-2021;Francisco Beltrão;98;129;2
01-10-2021;Francisco Beltrão;85;136;1
02-10-2021;Francisco Beltrão;158;245;5
03-10-2021;Francisco Beltrão;57;82;1
04-10-2021;Francisco Beltrão;84;111;2
05-10-2021;Francisco Beltrão;119;189;3
06-10-2021;Francisco Beltrão;154;240;4
07-10-2021;Francisco Beltrão;104;162;1
08-10-2021;Francisco Beltrão;149;232;4
09-10-2021;Francisco Beltrão;138;201;2
10-10-2021;Francisco Beltrão;90;124;2
11-10-2021;Francisco Beltrão;108;182;2
12-10-2021;Francisco Beltrão;131;169;4
13-10-2021;Francisco Beltrão;174;264;4
14-10-2021;Francisco Beltrão;57;93;1
15-10-2021;Francisco Beltrão;128;187;2
16-10-2021;Francisco Beltrão;168;253;4
17-10-2021;Francisco Beltrão;96;151;1
18-10-2021;Francisco Beltrão;51;82;1
19-10-2021;Francisco Beltrão;56;73;1
20-10-2021;Francisco Beltrão;65;81;1
21-10-2021;Francisco Beltrão;109;164;2
22-10-2021;Francisco Beltrão;59;72;1
23-10-2021;Francisco Beltrão;115;185;3
24-10-2021;Francisco Beltrão;109;182;1
25-10-2021;Francisco Beltrão;168;244;2
26-10-2021;Francisco Beltrão;86;129;2
27-10-2021;Francisco Beltrão;77;114;2
28-10-2021;Francisco Beltrão;142;228;2
29-10-2021;Francisco Beltrão;129;181;2
30-10-2021;Francisco Beltrão;177;247;3
31-10-2021;Francisco Beltrão;99;137;3
01-11-2021;Francisco Beltrão;50;67;1
02-11-2021;Francisco Beltrão;125;151;3
03-11-2021;Francisco Beltrão;118;196;2
04-11-2021;Francisco Beltrão;91;110;2
05-11-2021;Francisco Beltrão;71;89;1
06-11-2021;Francisco Beltrão;50;68;1
07-11-2021;Francisco Beltrão;101;133;2
08-11-2021;Francisco Beltrão;89;130;2
09-11-2021;Francisco Beltrão;60;80;2
10-11-2021;Francisco Beltrão;167;203;4
11-11-2021;Francisco Beltrão;82;105;2
12-11-2021;Francisco Beltrão;98;140;1
13-11-2021;Francisco Beltrão;111;154;2
14-11-2021;Francisco Beltrão;176;212;5
15-11-2021;Francisco Beltrão;82;111;2
16-11-2021;Francisco Beltrão;80;105;1
17-11-2021;Francisco Beltrão;65;97;1
18-11-2021;Francisco Beltrão;163;217;4
19-11-2021;Francisco Beltrão;138;199;4
20-11-2021;Francisco Beltrão;75;93;1
21-11-2021;Francisco Beltrão;169;230;3
22-11-2021;Francisco Beltrão;91;133;3
23-11-2021;Francisco Beltrão;56;68;1
24-11-2021;Francisco Beltrão;59;83;1
25-11-2021;Francisco Beltrão;182;233;3
26-11-2021;Francisco Beltrão;125;202;2
27-11-2021;Francisco Beltrão;134;162;2
28-11-2021;Francisco Beltrão;94;114;2
29-11-2021;Francisco Beltrão;104;141;3
30-11-2021;Francisco Beltrão;77;94;2
01-12-2021;Francisco Beltrão;125;163;4
02-12-2021;Francisco Beltrão;172;268;2
03-12-2021;Francisco Beltrão;93;156;2
04-12-2021;Francisco Beltrão;118;142;3
05-12-2021;Francisco Beltrão;144;236;3
06-12-2021;Francisco Beltrão;132;179;2
07-12-2021;Francisco Beltrão;111;147;3
08-12-2021;Francisco Beltrão;172;253;5
09-12-2021;Francisco Beltrão;172;237;4
10-12-2021;Francisco Beltrão;63;79;1
11-12-2021;Francisco Beltrão;105;153;2
12-12-2021;Francisco Beltrão;139;202;3
13-12-2021;Francisco Beltrão;138;230;2
14-12-2021;Francisco Beltrão;78;131;1
15-12-2021;Francisco Beltrão;138;195;1
16-12-2021;Francisco Beltrão;81;121;1
17-12-2021;Francisco Beltrão;73;107;1
18-12-2021;Francisco Beltrão;118;194;3
19-12-2021;Francisco Beltrão;54;81;1
20-12-2021;Francisco Beltrão;107;133;3
21-12-2021;Francisco Beltrão;117;187;2
22-12-2021;Francisco Beltrão;66;83;2
23-12-2021;Francisco Beltrão;140;204;3
24-12-2021;Francisco Beltrão;98;158;1
25-12-2021;Francisco Beltrão;121;155;2
26-12-2021;Francisco Beltrão;165;274;5
27-12-2021;Francisco Beltrão;66;112;1
28-12-2021;Francisco Beltrão;94;148;3
29-12-2021;Francisco Beltrão;165;276;5
30-12-2021;Francisco Beltrão;104;129;3
31-12-2021;Francisco Beltrão;182;275;4
01-01-2022;Francisco Beltrão;78;103;2
02-01-2022;Francisco Beltrão;100;130;1
03-01-2022;Francisco Beltrão;166;235;4
04-01-2022;Francisco Beltrão;138;186;3
05-01-2022;Francisco Beltrão;149;189;2
06-01-2022;Francisco Beltrão;166;253;2
07-01-2022;Francisco Beltrão;107;168;3
08-01-2022;Francisco Beltrão;95;117;2
09-01-2022;Francisco Beltrão;107;132;3
10-01-2022;Francisco Beltrão;138;179;2
11-01-2022;Francisco Beltrão;120;147;3
12-01-2022;Francisco Beltrão;120;148;3
13-01-2022;Francisco Beltrão;100;151;1
14-01-2022;Francisco Beltrão;154;222;2
15-01-2022;Francisco Beltrão;103;173;2
16-01-2022;Francisco Beltrão;151;213;4
17-01-2022;Francisco Beltrão;50;61;1
18-01-2022;Francisco Beltrão;98;125;3
19-01-2022;Francisco Beltrão;166;211;2
20-01-2022;Francisco Beltrão;83;137;1
21-01-2022;Francisco Beltrão;58;87;2
22-01-2022;Francisco Beltrão;141;169;4
23-01-2022;Francisco Beltrão;111;160;3
24-01-2022;Francisco Beltrão;80;103;2
25-01-2022;Francisco Beltrão;160;233;2
26-01-2022;Francisco Beltrão;166;258;2
27-01-2022;Francisco Beltrão;58;92;1
28-01-2022;Francisco Beltrão;177;257;4
29-01-2022;Francisco Beltrão;129;179;3
30-01-2022;Francisco Beltrão;121;156;1
31-01-2022;Francisco Beltrão;111;163;3
01-02-2022;Francisco Beltrão;162;222;3
02-02-2022;Francisco Beltrão;72;88;2
03-02-2022;Francisco Beltrão;116;171;2
04-02-2022;Francisco Beltrão;98;133;2
05-02-2022;Francisco Beltrão;94;115;2
06-02-2022;Francisco Beltrão;49;75;1
07-02-2022;Francisco Beltrão;142;226;2
08-02-2022;Francisco Beltrão;48;74;1
09-02-2022;Francisco Beltrão;70;99;2
10-02-2022;Francisco Beltrão;115;154;2
11-02-2022;Francisco Beltrão;91;115;1
12-02-2022;Francisco Beltrão;145;207;4
13-02-2022;Francisco Beltrão;130;164;3
14-02-2022;Francisco Beltrão;146;197;3
15-02-2022;Francisco Beltrão;113;149;3
16-02-2022;Francisco Beltrão;90;149;1
17-02-2022;Francisco Beltrão;47;63;1
18-02-2022;Francisco Beltrão;82;132;2
19-02-2022;Francisco Beltrão;164;223;4
20-02-2022;Francisco Beltrão;117;166;2
21-02-2022;Francisco Beltrão;73;88;2
22-02-2022;Francisco Beltrão;177;228;2
23-02-2022;Francisco Beltrão;84;124;2
24-02-2022;Francisco Beltrão;102;148;2
25-02-2022;Francisco Beltrão;171;280;2
26-02-2022;Francisco Beltrão;133;224;2
27-02-2022;Francisco Beltrão;72;93;2
28-02-2022;Francisco Beltrão;97;132;2
01-03-2022;Francisco Beltrão;102;158;3
02-03-2022;Francisco Beltrão;163;222;3
03-03-2022;Francisco Beltrão;175;256;2
04-03-2022;Francisco Beltrão;96;150;2
05-03-2022;Francisco Beltrão;91;135;2
06-03-2022;Francisco Beltrão;109;140;3
07-03-2022;Francisco Beltrão;53;71;1
08-03-2022;Francisco Beltrão;123;151;1
09-03-2022;Francisco Beltrão;142;188;3
10-03-2022;Francisco Beltrão;76;96;1
11-03-2022;Francisco Beltrão;175;264;2
12-03-2022;Francisco Beltrão;165;246;4
13-03-2022;Francisco Beltrão;89;146;3
14-03-2022;Francisco Beltrão;168;262;3
15-03-2022;Francisco Beltrão;182;222;4
16-03-2022;Francisco Beltrão;152;217;4
17-03-2022;Francisco Beltrão;130;174;3
18-03-2022;Francisco Beltrão;153;253;3
19-03-2022;Francisco Beltrão;130;165;2
20-03-2022;Francisco Beltrão;63;101;1
21-03-2022;Francisco Beltrão;121;186;2
22-03-2022;Francisco Beltrão;153;192;2
23-03-2022;Francisco Beltrão;160;256;2
24-03-2022;Francisco Beltrão;181;267;2
25-03-2022;Francisco Beltrão;181;235;2
26-03-2022;Francisco Beltrão;103;173;2
27-03-2022;Francisco Beltrão;141;221;4
28-03-2022;Francisco Beltrão;97;160;1
29-03-2022;Francisco Beltrão;66;105;1
30-03-2022;Francisco Beltrão;145;199;2
31-03-2022;Francisco Beltrão;149;181;2
01-04-2022;Francisco Beltrão;74;91;1
02-04-2022;Francisco Beltrão;111;171;3
03-04-2022;Francisco Beltrão;93;120;2
04-04-2022;Francisco Beltrão;53;88;1
05-04-2022;Francisco Beltrão;97;161;2
06-04-2022;Francisco Beltrão;138;178;3
07-04-2022;Francisco Beltrão;101;133;3
08-04-2022;Francisco Beltrão;89;141;2
09-04-2022;Francisco Beltrão;90;127;1
10-04-2022;Francisco Beltrão;175;217;4
11-04-2022;Francisco Beltrão;114;138;3
12-04-2022;Francisco Beltrão;61;88;1
13-04-2022;Francisco Beltrão;103;169;2
14-04-2022;Francisco Beltrão;105;144;2
15-04-2022;Francisco Beltrão;52;69;1
16-04-2022;Francisco Beltrão;105;151;2
17-04-2022;Francisco Beltrão;61;77;1
18-04-2022;Francisco Beltrão;109;165;2
19-04-2022;Francisco Beltrão;114;193;2
20-04-2022;Francisco Beltrão;132;220;3
21-04-2022;Francisco Beltrão;68;91;1
22-04-2022;Francisco Beltrão;144;186;2
23-04-2022;Francisco Beltrão;137;171;2
24-04-2022;Francisco Beltrão;55;79;1
25-04-2022;Francisco Beltrão;124;205;1
26-04-2022;Francisco Beltrão;101;141;3
27-04-2022;Francisco Beltrão;129;187;2
28-04-2022;Francisco Beltrão;177;296;3
29-04-2022;Francisco Beltrão;163;198;3
20-01-2020;Pato Branco;164;239;3
21-01-2020;Pato Branco;126;195;2
22-01-2020;Pato Branco;47;59;1
23-01-2020;Pato Branco;115;163;2
24-01-2020;Pato Branco;86;132;2
25-01-2020;Pato Branco;139;197;2
26-01-2020;Pato Branco;106;137;3
27-01-2020;Pato Branco;68;111;2
28-01-2020;Pato Branco;141;182;2
29-01-2020;Pato Branco;49;64;1
30-01-2020;Pato Branco;115;150;3
31-01-2020;Pato Branco;52;85;1
01-02-2020;Pato Branco;42;51;1
02-02-2020;Pato Branco;65;110;1
03-02-2020;Pato Branco;55;79;1
04-02-2020;Pato Branco;142;182;3
05-02-2020;Pato Branco;80;97;2
06-02-2020;Pato Branco;99;143;3
07-02-2020;Pato Branco;103;136;2
08-02-2020;Pato Branco;120;183;3
09-02-2020;Pato Branco;119;195;2
10-02-2020;Pato Branco;64;85;2
11-02-2020;Pato Branco;147;242;2
12-02-2020;Pato Branco;73;103;1
13-02-2020;Pato Branco;118;189;1
14-02-2020;Pato Branco;94;126;2
15-02-2020;Pato Branco;133;162;3
16-02-2020;Pato Branco;68;112;1
17-02-2020;Pato Branco;103;142;2
18-02-2020;Pato Branco;110;139;2
19-02-2020;Pato Branco;141;175;2
20-02-2020;Pato Branco;46;60;1
21-02-2020;Pato Branco;69;97;2
22-02-2020;Pato Branco;82;119;1
23-02-2020;Pato Branco;106;154;1
24-02-2020;Pato Branco;120;188;3
25-02-2020;Pato Branco;147;220;3
26-02-2020;Pato Branco;117;144;2
27-02-2020;Pato Branco;68;110;1
28-02-2020;Pato Branco;121;177;1
29-02-2020;Pato Branco;131;172;2
01-03-2020;Pato Branco;155;215;2
02-03-2020;Pato Branco;97;162;2
03-03-2020;Pato Branco;71;116;2
04-03-2020;Pato Branco;64;107;2
05-03-2020;Pato Branco;45;56;1
06-03-2020;Pato Branco;79;98;1
07-03-2020;Pato Branco;86;133;1
08-03-2020;Pato Branco;57;73;1
09-03-2020;Pato Branco;162;230;3
10-03-2020;Pato Branco;59;83;1
11-03-2020;Pato Branco;117;168;1
12-03-2020;Pato Branco;77;122;2
13-03-2020;Pato Branco;134;221;3
14-03-2020;Pato Branco;108;169;3
15-03-2020;Pato Branco;65;110;2
16-03-2020;Pato Branco;130;176;3
17-03-2020;Pato Branco;144;176;3
18-03-2020;Pato Branco;58;77;1
19-03-2020;Pato Branco;68;88;1
20-03-2020;Pato Branco;118;144;3
21-03-2020;Pato Branco;57;83;1
22-03-2020;Pato Branco;139;181;3
23-03-2020;Pato Branco;71;119;2
24-03-2020;Pato Branco;42;55;1
25-03-2020;Pato Branco;123;207;3
26-03-2020;Pato Branco;89;125;2
27-03-2020;Pato Branco;114;179;2
28-03-2020;Pato Branco;140;207;2
29-03-2020;Pato Branco;81;120;2
30-03-2020;Pato Branco;44;56;0
31-03-2020;Pato Branco;138;216;3
01-04-2020;Pato Branco;136;213;2
02-04-2020;Pato Branco;80;96;2
03-04-2020;Pato Branco;97;134;3
04-04-2020;Pato Branco;54;77;1
05-04-2020;Pato Branco;75;94;2
06-04-2020;Pato Branco;68;104;1
07-04-2020;Pato Branco;66;92;2
08-04-2020;Pato Branco;104;131;2
09-04-2020;Pato Branco;93;153;2
10-04-2020;Pato Branco;160;195;4
11-04-2020;Pato Branco;96;133;2
12-04-2020;Pato Branco;109;184;1
13-04-2020;Pato Branco;79;130;1
14-04-2020;Pato Branco;71;89;2
15-04-2020;Pato Branco;61;79;1
16-04-2020;Pato Branco;90;148;1
17-04-2020;Pato Branco;102;166;2
18-04-2020;Pato Branco;77;95;1
19-04-2020;Pato Branco;125;206;2
20-04-2020;Pato Branco;77;114;1
21-04-2020;Pato Branco;114;170;3
22-04-2020;Pato Branco;76;92;1
23-04-2020;Pato Branco;44;68;1
24-04-2020;Pato Branco;86;124;2
25-04-2020;Pato Branco;72;105;1
26-04-2020;Pato Branco;145;200;2
27-04-2020;Pato Branco;144;220;4
28-04-2020;Pato Branco;114;139;2
29-04-2020;Pato Branco;94;137;3
30-04-2020;Pato Branco;69;92;1
01-05-2020;Pato Branco;109;162;2
02-05-2020;Pato Branco;145;183;2
03-05-2020;Pato Branco;47;75;1
04-05-2020;Pato Branco;124;150;2
05-05-2020;Pato Branco;82;103;2
06-05-2020;Pato Branco;99;140;1
07-05-2020;Pato Branco;77;93;2
08-05-2020;Pato Branco;88;114;2
09-05-2020;Pato Branco;114;183;3
10-05-2020;Pato Branco;102;163;3
11-05-2020;Pato Branco;91;137;2
12-05-2020;Pato Branco;52;74;1
13-05-2020;Pato Branco;130;210;3
14-05-2020;Pato Branco;100;164;2
15-05-2020;Pato Branco;160;243;2
16-05-2020;Pato Branco;120;150;3
17-05-2020;Pato Branco;57;85;1
18-05-2020;Pato Branco;147;248;4
19-05-2020;Pato Branco;99;162;3
20-05-2020;Pato Branco;101;138;1
21-05-2020;Pato Branco;160;216;5
22-05-2020;Pato Branco;119;144;3
23-05-2020;Pato Branco;98;150;1
24-05-2020;Pato Branco;53;71;1
25-05-2020;Pato Branco;70;112;2
26-05-2020;Pato Branco;53;75;1
27-05-2020;Pato Branco;51;62;1
28-05-2020;Pato Branco;64;98;1
29-05-2020;Pato Branco;142;221;2
30-05-2020;Pato Branco;68;105;2
31-05-2020;Pato Branco;162;262;2
01-06-2020;Pato Branco;164;200;4
02-06-2020;Pato Branco;86;116;2
03-06-2020;Pato Branco;98;156;1
04-06-2020;Pato Branco;96;156;2
05-06-2020;Pato Branco;43;62;1
06-06-2020;Pato Branco;63;104;1
07-06-2020;Pato Branco;105;157;2
08-06-2020;Pato Branco;54;82;1
09-06-2020;Pato Branco;83;103;2
10-06-2020;Pato Branco;119;192;2
11-06-2020;Pato Branco;110;170;2
12-06-2020;Pato Branco;76;120;1
13-06-2020;Pato Branco;132;196;2
14-06-2020;Pato Branco;111;184;2
15-06-2020;Pato Branco;103;125;2
16-06-2020;Pato Branco;137;216;3
17-06-2020;Pato Branco;45;59;1
18-06-2020;Pato Branco;115;192;2
19-06-2020;Pato Branco;134;204;2
20-06-2020;Pato Branco;151;224;2
21-06-2020;Pato Branco;154;257;4
22-06-2020;Pato Branco;71;104;2
23-06-2020;Pato Branco;76;103;1
24-06-2020;Pato Branco;102;165;2
25-06-2020;Pato Branco;65;107;2
26-06-2020;Pato Branco;99;163;1
27-06-2020;Pato Branco;76;120;1
28-06-2020;Pato Branco;88;140;2
29-06-2020;Pato Branco;93;112;2
30-06-2020;Pato Branco;116;149;3
01-07-2020;Pato Branco;81;112;2
02-07-2020;Pato Branco;112;171;1
03-07-2020;Pato Branco;123;167;1
04-07-2020;Pato Branco;97;136;2
05-07-2020;Pato Branco;124;167;2
06-07-2020;Pato Branco;140;172;4
07-07-2020;Pato Branco;48;60;1
08-07-2020;Pato Branco;107;162;1
09-07-2020;Pato Branco;78;128;1
10-07-2020;Pato Branco;99;157;1
11-07-2020;Pato Branco;88;120;2
12-07-2020;Pato Branco;67;112;1
13-07-2020;Pato Branco;111;161;2
14-07-2020;Pato Branco;47;65;1
15-07-2020;Pato Branco;162;200;2
16-07-2020;Pato Branco;90;127;1
17-07-2020;Pato Branco;48;81;1
18-07-2020;Pato Branco;136;205;4
19-07-2020;Pato Branco;101;148;3
20-07-2020;Pato Branco;123;197;3
21-07-2020;Pato Branco;63;87;1
22-07-2020;Pato Branco;138;188;3
23-07-2020;Pato Branco;70;98;2
24-07-2020;Pato Branco;132;164;2
25-07-2020;Pato Branco;83;108;2
26-07-2020;Pato Branco;56;95;1
27-07-2020;Pato Branco;151;214;3
28-07-2020;Pato Branco;92;143;2
29-07-2020;Pato Branco;83;122;2
30-07-2020;Pato Branco;94;140;1
31-07-2020;Pato Branco;126;210;4
01-08-2020;Pato Branco;95;159;2
02-08-2020;Pato Branco;75;120;1
03-08-2020;Pato Branco;115;164;2
04-08-2020;Pato Branco;127;181;2
05-08-2020;Pato Branco;70;90;2
06-08-2020;Pato Branco;140;170;2
07-08-2020;Pato Branco;47;71;1
08-08-2020;Pato Branco;49;66;1
09-08-2020;Pato Branco;59;77;1
10-08-2020;Pato Branco;64;100;1
11-08-2020;Pato Branco;72;104;2
12-08-2020;Pato Branco;74;92;1
13-08-2020;Pato Branco;102;124;3
14-08-2020;Pato Branco;99;153;2
15-08-2020;Pato Branco;126;207;3
16-08-2020;Pato Branco;142;188;3
17-08-2020;Pato Branco;44;74;1
18-08-2020;Pato Branco;49;59;1
19-08-2020;Pato Branco;55;68;1
20-08-2020;Pato Branco;151;182;2
21-08-2020;Pato Branco;66;83;1
22-08-2020;Pato Branco;57;92;1
23-08-2020;Pato Branco;138;207;3
24-08-2020;Pato Branco;84;118;1
25-08-2020;Pato Branco;59;85;1
26-08-2020;Pato Branco;45;64;1
27-08-2020;Pato Branco;86;127;2
28-08-2020;Pato Branco;114;177;3
29-08-2020;Pato Branco;138;200;4
30-08-2020;Pato Branco;70;86;1
31-08-2020;Pato Branco;104;170;1
01-09-2020;Pato Branco;136;169;3
02-09-2020;Pato Branco;132;220;2
03-09-2020;Pato Branco;150;187;2
04-09-2020;Pato Branco;146;184;2
05-09-2020;Pato Branco;153;239;3
06-09-2020;Pato Branco;165;228;2
07-09-2020;Pato Branco;140;211;2
08-09-2020;Pato Branco;111;167;2
09-09-2020;Pato Branco;123;190;3
10-09-2020;Pato Branco;97;163;2
11-09-2020;Pato Branco;110;186;3
12-09-2020;Pato Branco;47;71;1
13-09-2020;Pato Branco;128;173;2
14-09-2020;Pato Branco;106;160;3
15-09-2020;Pato Branco;59;95;1
16-09-2020;Pato Branco;87;146;2
17-09-2020;Pato Branco;110;183;2
18-09-2020;Pato Branco;91;117;1
19-09-2020;Pato Branco;157;236;2
20-09-2020;Pato Branco;73;92;1
21-09-2020;Pato Branco;120;145;2
22-09-2020;Pato Branco;138;216;3
23-09-2020;Pato Branco;46;56;1
24-09-2020;Pato Branco;55;69;1
25-09-2020;Pato Branco;71;92;1
26-09-2020;Pato Branco;67;92;1
27-09-2020;Pato Branco;55;87;1
28-09-2020;Pato Branco;143;176;2
29-09-2020;Pato Branco;103;168;2
30-09-2020;Pato Branco;106;131;1
01-10-2020;Pato Branco;148;221;3
02-10-2020;Pato Branco;93;134;1
03-10-2020;Pato Branco;52;87;1
04-10-2020;Pato Branco;150;190;4
05-10-2020;Pato Branco;147;179;4
06-10-2020;Pato Branco;160;258;3
07-10-2020;Pato Branco;100;158;2
08-10-2020;Pato Branco;124;211;2
09-10-2020;Pato Branco;146;192;4
10-10-2020;Pato Branco;108;153;2
11-10-2020;Pato Branco;42;61;1
12-10-2020;Pato Branco;89;124;2
13-10-2020;Pato Branco;164;221;2
14-10-2020;Pato Branco;97;138;1
15-10-2020;Pato Branco;125;157;3
16-10-2020;Pato Branco;92;113;1
17-10-2020;Pato Branco;82;102;2
18-10-2020;Pato Branco;76;113;2
19-10-2020;Pato Branco;150;187;2
20-10-2020;Pato Branco;87;118;2
21-10-2020;Pato Branco;84;114;1
22-10-2020;Pato Branco;115;177;3
23-10-2020;Pato Branco;142;202;2
24-10-2020;Pato Branco;83;106;2
25-10-2020;Pato Branco;135;171;4
26-10-2020;Pato Branco;79;131;2
27-10-2020;Pato Branco;42;66;1
28-10-2020;Pato Branco;50;82;1
29-10-2020;Pato Branco;149;228;4
30-10-2020;Pato Branco;66;90;2
31-10-2020;Pato Branco;54;72;1
01-11-2020;Pato Branco;165;200;4
02-11-2020;Pato Branco;161;260;3
03-11-2020;Pato Branco;149;230;3
04-11-2020;Pato Branco;61;78;1
05-11-2020;Pato Branco;128;172;2
06-11-2020;Pato Branco;149;183;4
07-11-2020;Pato Branco;56;77;1
08-11-2020;Pato Branco;70;100;1
09-11-2020;Pato Branco;99;167;1
10-11-2020;Pato Branco;85;120;1
11-11-2020;Pato Branco;78;114;2
12-11-2020;Pato Branco;139;167;4
13-11-2020;Pato Branco;155;248;4
14-11-2020;Pato Branco;68;109;2
15-11-2020;Pato Branco;67;96;1
16-11-2020;Pato Branco;96;146;2
17-11-2020;Pato Branco;115;177;2
18-11-2020;Pato Branco;109;178;3
19-11-2020;Pato Branco;109;140;1
20-11-2020;Pato Branco;147;177;3
21-11-2020;Pato Branco;49;65;1
22-11-2020;Pato Branco;81;127;1
23-11-2020;Pato Branco;161;195;3
24-11-2020;Pato Branco;146;246;3
25-11-2020;Pato Branco;58;93;1
26-11-2020;Pato Branco;91;141;1
27-11-2020;Pato Branco;128;171;2
28-11-2020;Pato Branco;135;191;4
29-11-2020;Pato Branco;162;239;3
30-11-2020;Pato Branco;146;192;4
01-12-2020;Pato Branco;79;118;2
02-12-2020;Pato Branco;138;201;2
03-12-2020;Pato Branco;65;95;1
04-12-2020;Pato Branco;159;206;4
05-12-2020;Pato Branco;52;76;1
06-12-2020;Pato Branco;163;219;2
07-12-2020;Pato Branco;165;230;4
08-12-2020;Pato Branco;70;88;2
09-12-2020;Pato Branco;164;277;4
10-12-2020;Pato Branco;123;157;1
11-12-2020;Pato Branco;57;81;1
12-12-2020;Pato Branco;148;238;3
13-12-2020;Pato Branco;158;231;3
14-12-2020;Pato Branco;108;151;2
15-12-2020;Pato Branco;83;127;2
16-12-2020;Pato Branco;63;89;2
17-12-2020;Pato Branco;78;125;1
18-12-2020;Pato Branco;122;200;2
19-12-2020;Pato Branco;154;252;2
20-12-2020;Pato Branco;104;145;2
21-12-2020;Pato Branco;141;180;2
22-12-2020;Pato Branco;122;194;2
23-12-2020;Pato Branco;151;196;2
24-12-2020;Pato Branco;135;217;3
25-12-2020;Pato Branco;126;163;2
26-12-2020;Pato Branco;93;150;2
27-12-2020;Pato Branco;65;107;1
28-12-2020;Pato Branco;121;147;4
29-12-2020;Pato Branco;128;186;3
30-12-2020;Pato Branco;145;190;2
31-12-2020;Pato Branco;165;207;3
01-01-2021;Pato Branco;121;152;3
02-01-2021;Pato Branco;103;143;3
03-01-2021;Pato Branco;123;157;4
04-01-2021;Pato Branco;43;61;0
05-01-2021;Pato Branco;67;101;1
06-01-2021;Pato Branco;61;91;1
07-01-2021;Pato Branco;63;84;1
08-01-2021;Pato Branco;75;118;2
09-01-2021;Pato Branco;88;115;1
10-01-2021;Pato Branco;74;122;1
11-01-2021;Pato Branco;77;123;2
12-01-2021;Pato Branco;156;205;2
13-01-2021;Pato Branco;75;106;1
14-01-2021;Pato Branco;43;55;1
15-01-2021;Pato Branco;55;84;1
16-01-2021;Pato Branco;86;121;2
17-01-2021;Pato Branco;56;90;1
18-01-2021;Pato Branco;56;92;2
19-01-2021;Pato Branco;85;105;2
20-01-2021;Pato Branco;59;90;1
21-01-2021;Pato Branco;123;191;1
22-01-2021;Pato Branco;61;87;1
23-01-2021;Pato Branco;95;139;2
24-01-2021;Pato Branco;113;169;2
25-01-2021;Pato Branco;103;151;2
26-01-2021;Pato Branco;87;119;2
27-01-2021;Pato Branco;130;213;3
28-01-2021;Pato Branco;114;144;3
29-01-2021;Pato Branco;76;113;2
30-01-2021;Pato Branco;42;55;1
31-01-2021;Pato Branco;76;119;1
01-02-2021;Pato Branco;114;140;3
